,yhat,ypred
0,0.029434235766530037,0.10170169174671173
1,0.4964413642883301,0.6193016171455383
2,0.6110418438911438,0.4239920377731323
3,0.30037397146224976,0.4267936050891876
4,0.7147050499916077,0.783829391002655
5,0.31022557616233826,0.16428200900554657
6,0.5551891922950745,0.5317718386650085
7,0.42908841371536255,0.5960630774497986
8,0.0,0.23850016295909882
9,0.29876554012298584,0.5147619843482971
10,0.17423297464847565,0.18530215322971344
11,0.9743053317070007,0.7361166477203369
12,0.3563874661922455,0.3868766725063324
13,0.6167919635772705,0.6801269054412842
14,0.40552493929862976,0.24900329113006592
15,0.4824882447719574,0.557600736618042
16,0.5129679441452026,0.4249463379383087
17,0.8525071144104004,0.8335165977478027
18,0.6678596138954163,0.5825431942939758
19,0.07467127591371536,0.11862092465162277
20,0.06888093799352646,0.13929568231105804
21,0.38429370522499084,0.4444091320037842
22,0.6590534448623657,0.5843243598937988
23,0.49125418066978455,0.5065934658050537
24,0.17443403601646423,0.36156347393989563
25,0.6686637997627258,0.664261519908905
26,0.5307008624076843,0.4249463379383087
27,0.15517310798168182,0.5625870823860168
28,0.6982588768005371,0.5319612622261047
29,0.14950339496135712,0.19244709610939026
30,0.25594112277030945,0.5831888318061829
31,0.8536732196807861,0.9900957345962524
32,0.0,0.060970719903707504
33,0.8354175686836243,0.7815325856208801
34,0.20290321111679077,0.3265105187892914
35,0.2932968735694885,0.2962895631790161
36,0.8112911581993103,0.5477185249328613
37,0.5043226480484009,0.4739645719528198
38,0.6619486212730408,0.7360976934432983
39,0.2932566702365875,0.2711445987224579
40,0.06747356057167053,0.30364707112312317
41,0.0,0.5171107053756714
42,0.6196469664573669,0.622773289680481
43,0.5196429491043091,0.4051972031593323
44,0.48723310232162476,0.3057749271392822
45,0.24540592730045319,0.2971910834312439
46,0.21649442613124847,0.5439496636390686
47,0.6034420132637024,0.5753130912780762
48,0.42679640650749207,0.647872805595398
49,0.5051268935203552,0.2940247654914856
50,0.0,0.11505552381277084
51,0.6196469664573669,0.5581367015838623
52,0.3717881739139557,0.4553648829460144
53,0.9712091088294983,0.6030784845352173
54,0.31022557616233826,0.3698481321334839
55,0.5795568823814392,0.6080161333084106
56,0.8515018820762634,0.7500617504119873
57,0.25626280903816223,0.2134881168603897
58,0.6590534448623657,0.579527735710144
59,0.6428083181381226,0.44796401262283325
60,0.256504088640213,0.34595832228660583
61,0.7787607312202454,0.696372389793396
62,0.7556797862052917,0.8333627581596375
63,0.11962684243917465,0.36303186416625977
64,0.9362258315086365,0.6907066702842712
65,0.8742209076881409,0.5536059141159058
66,0.18842735886573792,0.3291891813278198
67,0.7026418447494507,0.726872980594635
68,0.9036551713943481,0.5644261240959167
69,0.5601752996444702,0.8508246541023254
70,0.7173589468002319,0.7977959513664246
71,0.20298363268375397,0.39324691891670227
72,0.8533515334129333,0.5948552489280701
73,0.9552454948425293,0.9473137259483337
74,0.8932808041572571,0.8098477125167847
75,0.9819856286048889,0.6928127408027649
76,0.4902086853981018,0.3293273448944092
77,0.0642164945602417,0.19506420195102692
78,0.6735292673110962,0.6097832918167114
79,0.09574168920516968,0.17205411195755005
80,0.39555269479751587,0.4553864300251007
81,0.373637855052948,0.3275802731513977
82,0.712694525718689,0.3438800275325775
83,0.23869073390960693,0.45246681571006775
84,0.25175923109054565,0.4317343235015869
85,0.789094865322113,0.92745441198349
86,0.2469741404056549,0.423596054315567
87,0.4859061539173126,0.4714988172054291
88,0.5129679441452026,0.3482619524002075
89,0.08379910886287689,0.14783410727977753
90,0.8162370920181274,0.7733532786369324
91,0.07233905792236328,0.11354219168424606
92,0.945273220539093,0.9294258952140808
93,0.8680686950683594,0.608648419380188
94,0.04399051144719124,0.11707007139921188
95,0.9322851896286011,0.7456146478652954
96,0.4924604892730713,0.44796687364578247
97,0.6572439670562744,0.870386004447937
98,0.06731271743774414,0.3972707986831665
99,0.7058988809585571,0.5018118023872375
100,0.9310386180877686,0.7086048722267151
101,0.3426756262779236,0.4807737171649933
102,0.10482930392026901,0.3756082057952881
103,0.11938557773828506,0.20922628045082092
104,0.8624391555786133,0.8785282969474792
105,0.9864490032196045,0.7121284008026123
106,0.5658048391342163,0.5328307151794434
107,0.6196469664573669,0.6330605745315552
108,0.13112710416316986,0.4006696343421936
109,0.12159717082977295,0.1985517144203186
110,0.6778318285942078,0.6263216733932495
111,0.33764928579330444,0.385056734085083
112,0.19015641510486603,0.06791931390762329
113,0.3536933660507202,0.4087018668651581
114,0.14117978513240814,0.23537424206733704
115,0.5260364413261414,0.424758642911911
116,0.6590534448623657,0.4798661470413208
117,0.31762436032295227,0.6319416165351868
118,0.40978729724884033,0.28129836916923523
119,0.9583819508552551,0.7794461250305176
120,0.6222606301307678,0.5133411884307861
121,0.8766335844993591,0.8073211908340454
122,0.3425951898097992,0.5354791879653931
123,0.0,0.2573358714580536
124,0.762153685092926,0.40234509110450745
125,0.9275805354118347,0.9340227842330933
126,0.5275242328643799,0.5357587933540344
127,0.10181350260972977,0.12199504673480988
128,0.5778278112411499,0.5581366419792175
129,0.8074309229850769,0.27483418583869934
130,0.19168442487716675,0.3554268479347229
131,0.4049217998981476,0.5027706027030945
132,0.7675419449806213,0.5412939786911011
133,0.563392162322998,0.36342912912368774
134,0.3971611261367798,0.6350255608558655
135,0.6367365121841431,0.5387531518936157
136,0.1323736310005188,0.3242616653442383
137,0.45586875081062317,0.561567485332489
138,0.2857372760772705,0.5952571630477905
139,0.9276609420776367,0.8732373714447021
140,0.9658611416816711,0.6472465395927429
141,0.2664361298084259,0.17753759026527405
142,0.6654871702194214,0.61643385887146
143,0.41758817434310913,0.5906720757484436
144,0.37436166405677795,0.327619343996048
145,0.08725722879171371,0.23699744045734406
146,0.9162813425064087,0.7906122803688049
147,0.31022557616233826,0.41564759612083435
148,0.21649442613124847,0.40650051832199097
149,0.13780207931995392,0.24013282358646393
150,0.45478305220603943,0.21469712257385254
151,0.0,0.2958572804927826
152,0.3483855426311493,0.40682855248451233
153,0.8782821893692017,0.8015075325965881
154,0.9861273169517517,0.4748794138431549
155,0.40572601556777954,0.44006431102752686
156,0.7334030270576477,0.8113462924957275
157,0.32437974214553833,0.5073943734169006
158,0.8149905800819397,0.6182923316955566
159,0.4536169469356537,0.5906853675842285
160,0.0447143018245697,0.15495464205741882
161,0.101089708507061,0.27549314498901367
162,0.8798503875732422,0.9879284501075745
163,0.9759942293167114,0.6539503931999207
164,0.9547227621078491,0.8033963441848755
165,0.5389842987060547,0.606016218662262
166,0.23869073390960693,0.4489806592464447
167,0.3752864897251129,0.3990681767463684
168,0.6071012020111084,0.827569842338562
169,0.5196429491043091,0.6043881177902222
170,0.7960513234138489,0.6381922364234924
171,0.2667578160762787,0.300788938999176
172,0.6016325354576111,0.4230288565158844
173,0.4630664587020874,0.613416314125061
174,0.6252362132072449,0.6555981636047363
175,0.23869073390960693,0.3486619293689728
176,0.28509390354156494,0.31823503971099854
177,0.9669870138168335,0.6489637494087219
178,0.0,0.12691594660282135
179,0.9850013852119446,0.6936994791030884
180,0.629418134689331,0.954412043094635
181,0.7689492702484131,0.7643905878067017
182,0.6807270050048828,0.7469714283943176
183,0.668342113494873,0.30744442343711853
184,0.6428083181381226,0.6327110528945923
185,0.40914392471313477,0.3420882821083069
186,0.8768748044967651,0.44818246364593506
187,0.40978729724884033,0.3647230267524719
188,0.18943262100219727,0.25000128149986267
189,0.3288833498954773,0.4054650366306305
190,0.9786481261253357,0.595001757144928
191,0.8465157151222229,0.8682268261909485
192,0.9633278250694275,0.9032809138298035
193,0.27536290884017944,0.393216609954834
194,0.3399412930011749,0.2317701131105423
195,0.5884836316108704,0.6855595111846924
196,0.9685150384902954,0.6343591809272766
197,0.5493184328079224,0.5341337323188782
198,0.7805299758911133,0.6459681987762451
199,0.19168442487716675,0.4079834520816803
